Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
ONTXW,"Onconova Therapeutics, Inc.",0.3,n/a,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ontxw
ONCS,OncoSec Medical Incorporated,1.97,$101.42M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/oncs
OHGI,"One Horizon Group, Inc.",0.7043,$22.59M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ohgi
OSS,"One Stop Systems, Inc.",4.17,$52.03M,2018,Technology,Computer Manufacturing,https://www.nasdaq.com/symbol/oss
OPBK,OP Bancorp,12.3,$158.63M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/opbk
OTEX,Open Text Corporation,33.96,$9.07B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/otex
OPES,Opes Acquisition Corp.,9.68,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opes
OPESU,Opes Acquisition Corp.,10.08,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesu
OPESW,Opes Acquisition Corp.,0.385,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/opesw
OPGN,"OpGen, Inc.",1.68,$8.58M,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgn
OPGNW,"OpGen, Inc.",0.5,n/a,2015,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/opgnw
OPHT,Ophthotech Corporation,2.71,$97.97M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opht
OPNT,"Opiant Pharmaceuticals, Inc.",19,$48.22M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/opnt
OPK,"Opko Health, Inc.",3.04,$1.7B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/opk
OBAS,Optibase Ltd.,8.2,$42.76M,1999,Finance,Real Estate,https://www.nasdaq.com/symbol/obas
OCC,Optical Cable Corporation,2.8,$21.43M,n/a,Basic Industries,Telecommunications Equipment,https://www.nasdaq.com/symbol/occ
OPHC,"OptimumBank Holdings, Inc.",4.18,$4.61M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ophc
OPTN,"OptiNose, Inc.",19.28,$730.05M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/optn
OPB,Opus Bank,27.75,$996.35M,2014,n/a,n/a,https://www.nasdaq.com/symbol/opb
ORMP,Oramed Pharmaceuticals Inc.,6.37,$91.54M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ormp
OSUR,"OraSure Technologies, Inc.",16.65,$1.02B,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/osur
ORBC,ORBCOMM Inc.,9.09,$679.76M,2006,Consumer Services,Telecommunications Equipment,https://www.nasdaq.com/symbol/orbc
ORBK,Orbotech Ltd.,61.2,$2.97B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/orbk
ORLY,"O&#39;Reilly Automotive, Inc.",236.08,$19.67B,1993,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/orly
OREX,"Orexigen Therapeutics, Inc.",0.3399,$6.42M,2007,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orex
ONVO,"Organovo Holdings, Inc.",0.9501,$105.31M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/onvo
ORGS,Orgenesis Inc.,9.9785,$111.76M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/orgs
SEED,Origin Agritech Limited,0.7509,$17.53M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/seed
OESX,"Orion Energy Systems, Inc.",0.83,$24M,2015,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/oesx
ORIT,Oritani Financial Corp.,15.175,$702.93M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orit
ORRF,Orrstown Financial Services Inc,23.7,$199.36M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/orrf
OFIX,Orthofix International N.V.,56.87,$1.05B,1992,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/ofix
KIDS,OrthoPediatrics Corp.,14.53,$185.56M,2017,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/kids
OSIS,"OSI Systems, Inc.",62,$1.18B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/osis
OSPR,Osprey Energy Acquisition Corp.,9.62,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ospr
OSPRU,Osprey Energy Acquisition Corp.,10.1,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ospru
OSPRW,Osprey Energy Acquisition Corp.,0.76,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/osprw
OSN,"Ossen Innovation Co., Ltd.",2.13,n/a,2010,Basic Industries,Steel/Iron Ore,https://www.nasdaq.com/symbol/osn
OTEL,Otelco Inc.,14.9,$50.49M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/otel
OTIC,"Otonomy, Inc.",3.95,$120.78M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/otic
OTTW,"Ottawa Bancorp, Inc.",13.7504,$46.96M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ottw
OTTR,Otter Tail Corporation,42.75,$1.69B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/ottr
OVAS,OvaScience Inc.,0.7749,$27.68M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovas
OSTK,"Overstock.com, Inc.",32.85,$946.17M,2002,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/ostk
OVID,Ovid Therapeutics Inc.,6.16,$151.56M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ovid
OXBR,Oxbridge Re Holdings Limited,2.35,$13.47M,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbr
OXBRW,Oxbridge Re Holdings Limited,0.0671,n/a,2014,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/oxbrw
OXFD,Oxford Immunotec Global PLC,12.41,$321.07M,2013,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/oxfd
OXLC,Oxford Lane Capital Corp.,10.21,$257.42M,2011,n/a,n/a,https://www.nasdaq.com/symbol/oxlc
OXLCM,Oxford Lane Capital Corp.,25.5,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlcm
OXLCO,Oxford Lane Capital Corp.,25.31,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxlco
OXSQ,Oxford Square Capital Corp.,6.16,$315.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsq
OXSQL,Oxford Square Capital Corp.,25.4595,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/oxsql
PFIN,"P & F Industries, Inc.",7.7549,$27.95M,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pfin
PTSI,"P.A.M. Transportation Services, Inc.",35.84,$221.34M,1986,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/ptsi
PCAR,PACCAR Inc.,64.41,$22.68B,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/pcar
PACB,"Pacific Biosciences of California, Inc.",2.11,$275.76M,2010,Capital Goods,Biotechnology: Laboratory Analytical Instruments,https://www.nasdaq.com/symbol/pacb
PEIX,"Pacific Ethanol, Inc.",3,$131.88M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/peix
PMBC,Pacific Mercantile Bancorp,9.4,$219.08M,2000,Finance,Major Banks,https://www.nasdaq.com/symbol/pmbc
PPBI,Pacific Premier Bancorp Inc,39.5,$1.83B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/ppbi
PCRX,"Pacira Pharmaceuticals, Inc.",27.5,$1.12B,2011,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pcrx
PACW,PacWest Bancorp,48.29,$6.18B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pacw
PTIE,"Pain Therapeutics, Inc.",6.94,$47.85M,2000,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptie
PAAS,Pan American Silver Corp.,16.22,$2.49B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/paas
PANL,Pangaea Logistics Solutions Ltd.,2.52,$111.12M,1996,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/panl
PZZA,"Papa John&#39;s International, Inc.",58.96,$1.9B,1993,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pzza
FRSH,"Papa Murphy&#39;s Holdings, Inc.",4.8101,$81.63M,2014,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/frsh
PRTK,"Paratek Pharmaceuticals, Inc. ",13.1,$411.91M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/prtk
PCYG,"Park City Group, Inc.",8.75,$171.83M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/pcyg
PKBK,"Parke Bancorp, Inc.",20.7,$166.06M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pkbk
PRKR,"ParkerVision, Inc.",0.765,$15.23M,1993,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/prkr
PKOH,Park-Ohio Holdings Corp.,38.6,$484M,n/a,Capital Goods,Industrial Specialties,https://www.nasdaq.com/symbol/pkoh
PTNR,Partner Communications Company Ltd.,4.588,$779.08M,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/ptnr
PBHC,"Pathfinder Bancorp, Inc.",15.49,$66.3M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pbhc
PATK,"Patrick Industries, Inc.",59.85,$1.52B,n/a,Basic Industries,Forest Products,https://www.nasdaq.com/symbol/patk
PNBK,Patriot National Bancorp Inc.,18.5501,$72.34M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnbk
PATI,"Patriot Transportation Holding, Inc.",19,$62.77M,n/a,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/pati
PEGI,Pattern Energy Group Inc.,17.12,$1.68B,2013,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/pegi
PDCO,"Patterson Companies, Inc.",21.4,$2.03B,1992,Health Care,Medical Specialities,https://www.nasdaq.com/symbol/pdco
PTEN,"Patterson-UTI Energy, Inc.",16.94,$3.77B,1993,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pten
PAVM,PAVmed Inc.,1.6037,$27.64M,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavm
PAVMW,PAVmed Inc.,0.25,n/a,2016,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/pavmw
PAYX,"Paychex, Inc.",60.32,$21.67B,1983,Consumer Services,Diversified Commercial Services,https://www.nasdaq.com/symbol/payx
PCTY,Paylocity Holding Corporation,50.03,$2.63B,2014,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/pcty
PYDS,"Payment Data Systems, Inc.",1.82,$28.27M,n/a,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/pyds
PYPL,"PayPal Holdings, Inc.",75,$90.01B,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pypl
PBBI,"PB Bancorp, Inc.",10.4,$80.81M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbbi
CNXN,"PC Connection, Inc.",25.47,$683.94M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/cnxn
PCMI,"PCM, Inc.",7.65,$90.21M,n/a,Consumer Services,Catalog/Specialty Distribution,https://www.nasdaq.com/symbol/pcmi
PCSB,PCSB Financial Corporation,20.72,$376.38M,2017,Finance,Banks,https://www.nasdaq.com/symbol/pcsb
PCTI,"PC-Tel, Inc.",6.87,$124.61M,1999,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pcti
PDCE,"PDC Energy, Inc.",46.61,$3.07B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pdce
PDFS,"PDF Solutions, Inc.",11.33,$365.9M,2001,Technology,EDP Services,https://www.nasdaq.com/symbol/pdfs
PDLI,"PDL BioPharma, Inc.",2.91,$447.59M,1992,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/pdli
PDLB,PDL Community Bancorp,14.6,$269.56M,2017,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pdlb
PDVW,"pdvWireless, Inc.",30.2,$437.09M,2015,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/pdvw
SKIS,"Peak Resorts, Inc.",4.8,$67.12M,2014,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/skis
PGC,Peapack-Gladstone Financial Corporation,33.15,$630.31M,n/a,Finance,Commercial Banks,https://www.nasdaq.com/symbol/pgc
PEGA,Pegasystems Inc.,59.75,$4.67B,1996,Technology,EDP Services,https://www.nasdaq.com/symbol/pega
PENN,"Penn National Gaming, Inc.",25.13,$2.3B,1994,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/penn
PVAC,Penn Virginia Corporation,33.96,$511.38M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/pvac
PFLT,PennantPark Floating Rate Capital Ltd.,13.08,$507.14M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pflt
PNNT,PennantPark Investment Corporation,6.75,$479.66M,2007,n/a,n/a,https://www.nasdaq.com/symbol/pnnt
PWOD,"Penns Woods Bancorp, Inc.",41.29,$193.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pwod
WRLS,Pensare Acquisition Corp.,9.73,$377.65M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrls
WRLSR,Pensare Acquisition Corp.,0.5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsr
WRLSU,Pensare Acquisition Corp.,10.43,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsu
WRLSW,Pensare Acquisition Corp.,0.472,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/wrlsw
PEBO,Peoples Bancorp Inc.,34.75,$637.82M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebo
PEBK,"Peoples Bancorp of North Carolina, Inc.",29.4,$176.26M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pebk
PFIS,Peoples Financial Services Corp. ,44.9,$332.1M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pfis
PBCT,"People&#39;s United Financial, Inc.",18.37,$6.38B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbct
PBCTP,"People&#39;s United Financial, Inc.",26.13,n/a,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbctp
PUB,People&#39;s Utah Bancorp,31.25,$582.36M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/pub
PEP,"Pepsico, Inc.",107.05,$151.95B,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/pep
PRCP,"Perceptron, Inc.",9.01,$86.06M,1992,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/prcp
PRFT,"Perficient, Inc.",22.33,$777.47M,1999,Technology,EDP Services,https://www.nasdaq.com/symbol/prft
PFMT,Performant Financial Corporation,2.9,$148.94M,2012,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/pfmt
PERI,Perion Network Ltd,0.787,$61.03M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/peri
PESI,"Perma-Fix Environmental Services, Inc.",4.25,$49.92M,n/a,Basic Industries,Environmental Services,https://www.nasdaq.com/symbol/pesi
PPIH,"Perma-Pipe International Holdings, Inc.",9,$69.41M,n/a,Capital Goods,Pollution Control Equipment,https://www.nasdaq.com/symbol/ppih
PTX,"Pernix Therapeutics Holdings, Inc.",2.35,$27.9M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptx
PERY,Perry Ellis International Inc.,25.55,$400.32M,1993,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/pery
PGLC,Pershing Gold Corporation,1.98,$66.44M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/pglc
PETQ,"PetIQ, Inc.",26.67,$625.14M,2017,Health Care,Other Pharmaceuticals,https://www.nasdaq.com/symbol/petq
PETS,"PetMed Express, Inc.",41.22,$849.18M,n/a,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/pets
PFSW,"PFSweb, Inc.",8.77,$166.85M,1999,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pfsw
PGTI,"PGT Innovations, Inc.",18.15,$903.97M,2006,Capital Goods,Building Products,https://www.nasdaq.com/symbol/pgti
PHII,"PHI, Inc.",10.18,$160.88M,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/phii
PHIIK,"PHI, Inc.",9.95,$157.24M,n/a,Transportation,Transportation Services,https://www.nasdaq.com/symbol/phiik
PAHC,Phibro Animal Health Corporation,38.7,$1.56B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/pahc
PLAB,"Photronics, Inc.",7.95,$555.54M,1987,Technology,Semiconductors,https://www.nasdaq.com/symbol/plab
PICO,PICO Holdings Inc.,11.05,$255.83M,n/a,Finance,Real Estate,https://www.nasdaq.com/symbol/pico
PIRS,"Pieris Pharmaceuticals, Inc.",6.48,$348.98M,n/a,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/pirs
PPC,Pilgrim&#39;s Pride Corporation,24.02,$5.98B,n/a,Consumer Non-Durables,Meat/Poultry/Fish,https://www.nasdaq.com/symbol/ppc
PME,Pingtan Marine Enterprise Ltd.,2.95,$233.21M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pme
PNK,"Pinnacle Entertainment, Inc.",29.9,$1.74B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/pnk
PNFP,"Pinnacle Financial Partners, Inc.",63.5,$4.95B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/pnfp
PPSI,"Pioneer Power Solutions, Inc.",6,$52.36M,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/ppsi
PXLW,"Pixelworks, Inc.",3.57,$127.03M,2000,Technology,Semiconductors,https://www.nasdaq.com/symbol/pxlw
EAGL,Platinum Eagle Acquisition Corp.,9.85,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/eagl
EAGLU,Platinum Eagle Acquisition Corp.,10.15,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/eaglu
EAGLW,Platinum Eagle Acquisition Corp.,1.25,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/eaglw
PLYA,Playa Hotels & Resorts N.V.,10.31,$1.14B,n/a,Consumer Services,Hotels/Resorts,https://www.nasdaq.com/symbol/plya
PLXS,Plexus Corp.,58.74,$1.98B,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/plxs
PLUG,"Plug Power, Inc.",1.77,$404.61M,1999,Energy,Industrial Machinery/Components,https://www.nasdaq.com/symbol/plug
PLBC,Plumas Bancorp,24.15,$122.53M,n/a,Finance,Finance Companies,https://www.nasdaq.com/symbol/plbc
PSTI,"Pluristem Therapeutics, Inc.",1.36,$149.73M,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/psti
PLXP,PLx Pharma Inc.,3.35,$29.23M,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/plxp
PBSK,"Poage Bankshares, Inc.",19.24,$67.77M,2011,Finance,Savings Institutions,https://www.nasdaq.com/symbol/pbsk
PNTR,Pointer Telocation Ltd.,14.45,$118.49M,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/pntr
PCOM,"Points International, Ltd.",9.47,$136.73M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/pcom
POLA,"Polar Power, Inc.",5.09,$51.63M,2016,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/pola
COOL,"PolarityTE, Inc.",18.29,$301.01M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/cool
POLY,PolyPid Ltd.,n/a,n/a,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/poly
POOL,Pool Corporation,143.52,$5.82B,1995,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/pool
POPE,Pope Resources,69.7247,$304.15M,n/a,Consumer Non-Durables,Environmental Services,https://www.nasdaq.com/symbol/pope
BPOP,"Popular, Inc.",42.27,$4.32B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpop
BPOPM,"Popular, Inc.",22.45,n/a,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopm
BPOPN,"Popular, Inc.",24.33,$291.96M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/bpopn
PBIB,"Porter Bancorp, Inc.",13.53,$84.7M,2006,Finance,Major Banks,https://www.nasdaq.com/symbol/pbib
PTLA,"Portola Pharmaceuticals, Inc.",31.19,$2.04B,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ptla
PBPB,Potbelly Corporation,12,$301.29M,2013,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/pbpb
PCH,PotlatchDeltic Corporation,52,$3.26B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/pch
POWL,"Powell Industries, Inc.",27.13,$310.66M,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/powl
POWI,"Power Integrations, Inc.",66.4,$1.98B,1997,Technology,Semiconductors,https://www.nasdaq.com/symbol/powi
PLW,PowerShares 1-30 Laddered Treasury Portfolio,31.91,$183.48M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/plw
PKW,PowerShares BuyBack Achievers Portfolio,55.57,$1.29B,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pkw
PFM,PowerShares Dividend Achievers Portfolio,24.7899,$293.76M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pfm
PYZ,PowerShares DWA Basic Materials Momentum Portfolio,63.904,$108.64M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pyz
PEZ,PowerShares DWA Consumer Cyclicals Momentum Portfolio,47.48,$56.98M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pez
PSL,PowerShares DWA Consumer Staples Momentum Portfolio,65.5187,$95M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/psl
PIZ,PowerShares DWA Developed Markets Momentum Portfolio,27.42,$241.3M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/piz
PIE,PowerShares DWA Emerging Markets Momentum Portfolio,21.12,$276.67M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/pie
